,CustomerID,CustomerName,Gender,Age,CustomerType,City,State,PostalCode,Region,Recency,RecencyCluster,Frequency,FrequencyCluster,Sales,SalesCluster,OverallScore,Profit,ValueSegment,ValueSegment
371,RD-19720,Roger Demir,Male,15,Consumer,San Francisco,California,94122,West,109,3,20,2,1419.737,0,5,204.18999999999997,High-Value,0
372,SC-20380,Shahid Collister,Male,20,Consumer,Fairfield,Connecticut,6824,East,30,3,20,2,5992.535999999999,2,7,232.86999999999995,High-Value,2
373,RL-19615,Rob Lucas,Male,13,Consumer,Los Angeles,California,90049,West,121,3,24,3,6234.91,2,8,482.90000000000003,High-Value,2
374,TC-21535,Tracy Collins,Female,16,Consumer,San Francisco,California,94110,West,4,3,10,1,742.558,0,4,216.85000000000002,Mid-Value,0
375,SC-20725,Steven Cartwright,Male,43,Home Office,San Francisco,California,94122,West,187,2,26,3,5226.210000000001,2,7,1272.74,High-Value,2
376,JK-15730,Joe Kamberova,Male,38,Home Office,Des Plaines,Illinois,60016,Central,92,3,20,2,4867.200000000001,2,7,48.40000000000003,High-Value,2
377,CS-11950,Carlos Soltero,Male,22,Consumer,New York City,New York,10024,East,67,3,22,3,3036.5469999999996,1,7,-132.22000000000003,High-Value,2
378,JF-15295,Jason Fortune-,Male,24,Consumer,Los Angeles,California,90036,West,225,2,14,2,955.1239999999999,0,4,95.69,Mid-Value,0
379,ML-17410,Maris LaWare,Female,22,Consumer,Chicago,Illinois,60653,Central,165,3,15,2,2921.5,1,6,-78.68000000000004,High-Value,2
380,AG-10270,Alejandro Grove,Male,14,Consumer,New York City,New York,10011,East,278,2,14,2,2582.8979999999997,1,5,732.55,High-Value,2
381,LL-16840,Lauren Leatherbury,Female,42,Corporate,Waynesboro,Virginia,22980,South,249,2,12,1,2741.204,1,4,559.82,Mid-Value,2
382,LC-16885,Lena Creighton,Female,40,Home Office,Longmont,Colorado,80501,West,16,3,23,3,7663.125999999999,2,8,1284.76,High-Value,1
383,EM-13825,Elizabeth Moffitt,Female,13,Consumer,Houston,Texas,77036,Central,163,3,16,2,2339.598,1,6,681.56,High-Value,0
384,BD-11605,Brian Dahlen,Male,45,Home Office,Lancaster,Pennsylvania,17602,East,97,3,20,2,3288.471,1,6,633.38,High-Value,2
385,RB-19795,Ross Baird,Female,16,Consumer,Denver,Colorado,80219,West,32,3,18,2,5633.316000000001,2,7,-466.24,High-Value,2
386,KN-16390,Katherine Nockton,Female,24,Consumer,Houston,Texas,77070,Central,48,3,17,2,2617.272,1,6,-154.85,High-Value,2
387,PN-18775,Parhena Norris,Female,44,Corporate,Omaha,Nebraska,68104,Central,30,3,13,2,1467.152,0,5,190.44,High-Value,0
388,EJ-13720,Ed Jacobs,Male,44,Corporate,Philadelphia,Pennsylvania,19143,East,302,2,8,1,2162.1740000000004,1,4,385.61999999999995,Mid-Value,0
389,LB-16795,Laurel Beltran,Female,53,Corporate,Pueblo,Colorado,81001,West,116,3,24,3,4985.676000000002,2,8,-57.86999999999991,High-Value,2
390,FC-14335,Fred Chung,Male,15,Consumer,San Francisco,California,94110,West,184,2,10,1,3889.366,1,4,712.6899999999999,Mid-Value,2
391,SC-20575,Sonia Cooley,Female,14,Consumer,Los Angeles,California,90036,West,92,3,7,1,902.7280000000001,0,4,97.83000000000001,Mid-Value,0
392,AG-10330,Alex Grayson,Male,25,Consumer,Charlotte,North Carolina,28205,South,8,3,9,1,660.9720000000001,0,4,-7.240000000000002,Mid-Value,0
393,CC-12550,Clay Cheatham,Female,23,Consumer,Plano,Texas,75023,Central,198,2,4,0,113.83200000000001,0,2,33.269999999999996,Low-Value,0
394,DO-13435,Denny Ordway,Female,16,Consumer,Portland,Oregon,97206,West,133,3,13,2,1300.0315,0,5,-40.94000000000002,High-Value,0
395,SP-20920,Susan Pistek,Female,24,Consumer,San Francisco,California,94109,West,70,3,14,2,3990.6890000000008,1,6,10.890000000000002,High-Value,2
396,LW-17215,Luke Weiss,Male,19,Consumer,Chicago,Illinois,60653,Central,56,3,15,2,5420.514,2,7,834.74,High-Value,2
397,HR-14830,Harold Ryan,Male,22,Consumer,New York City,New York,10035,East,159,3,14,2,5248.787,2,7,1195.55,High-Value,2
398,DK-13090,Dave Kipp,Male,17,Consumer,Clinton,Maryland,20735,East,42,3,13,2,2650.557,1,6,534.6,High-Value,2
399,MG-17680,Maureen Gastineau,Male,50,Corporate,Los Angeles,California,90049,West,92,3,10,1,2350.188,1,5,23.64000000000003,High-Value,0
400,LW-16825,Laurel Workman,Female,21,Consumer,New York City,New York,10024,East,295,2,15,2,2238.0609999999997,1,5,29.469999999999963,High-Value,0
401,CR-12820,Cyra Reiten,Female,20,Consumer,Houston,Texas,77041,Central,203,2,7,1,1397.8724,0,3,82.34999999999998,Mid-Value,0
402,JD-15895,Jonathan Doherty,Male,18,Consumer,Riverside,California,92503,West,425,2,32,3,7610.864,2,7,1047.86,High-Value,1
403,CA-11965,Carol Adams,Female,24,Consumer,Rapid City,South Dakota,57701,Central,96,3,10,1,3789.7227999999996,1,5,1142.27,High-Value,2
404,RB-19360,Raymond Buch,Male,20,Consumer,Seattle,Washington,98115,West,96,3,18,2,15117.339,3,8,6974.389999999999,High-Value,1
405,CM-12115,Chad McGuire,Male,43,Corporate,Los Angeles,California,90008,West,8,3,7,1,1661.6100000000001,0,4,408.87,Mid-Value,0
406,FC-14245,Frank Carlisle,Male,13,Consumer,Hialeah,Florida,33012,South,70,3,14,2,3418.742,1,6,1215.28,High-Value,2
407,ZD-21925,Zuschuss Donatelli,Male,23,Consumer,Los Angeles,California,90036,West,54,3,9,1,1493.944,0,4,248.13,Mid-Value,0
408,RO-19780,Rose O'Brian,Male,22,Consumer,San Francisco,California,94110,West,35,3,12,1,3815.478,1,5,-1266.08,High-Value,2
409,CS-12250,Chris Selesnick,Female,52,Corporate,Los Angeles,California,90032,West,37,3,28,3,2754.2160000000003,1,7,736.77,High-Value,2
410,AI-10855,Arianne Irving,Female,13,Consumer,San Francisco,California,94122,West,13,3,18,2,4375.786,1,6,866.4300000000001,High-Value,2
411,GB-14530,George Bell,Male,44,Corporate,Aurora,Colorado,80013,West,62,3,20,2,1568.4400000000003,0,5,4.45000000000001,High-Value,0
412,PM-18940,Paul MacIntyre,Male,23,Consumer,Springfield,Virginia,22153,South,474,1,4,0,1405.4019999999998,0,1,157.28,Low-Value,0
413,BG-11035,Barry Gonzalez,Female,24,Consumer,The Colony,Texas,75056,Central,121,3,12,1,2798.948,1,5,-713.71,High-Value,2
414,MS-17770,Maxwell Schwartz,Male,25,Consumer,New York City,New York,10035,East,121,3,19,2,3144.678,1,6,278.96,High-Value,2
415,TS-21505,Tony Sayre,Male,23,Consumer,Concord,New Hampshire,3301,East,11,3,14,2,2243.274,1,6,8.690000000000014,High-Value,0
416,BD-11770,Bryan Davis,Male,17,Consumer,Philadelphia,Pennsylvania,19120,East,211,2,10,1,658.466,0,3,140.07999999999998,Mid-Value,0
417,SO-20335,Sean O'Donnell,Male,13,Consumer,Greeley,Colorado,80634,West,112,3,15,2,2602.5755,1,6,-83.12000000000002,High-Value,2
418,GD-14590,Giulietta Dortch,Female,15,Consumer,Arlington,Virginia,22204,South,5,3,6,1,1888.0700000000002,0,4,230.14999999999998,Mid-Value,0
419,OT-18730,Olvera Toch,Female,35,Home Office,Bethlehem,Pennsylvania,18018,East,65,3,10,1,3818.6240000000003,1,5,-926.7299999999998,High-Value,2
420,PO-19180,Philisse Overcash,Male,46,Corporate,Kenosha,Wisconsin,53142,Central,160,3,18,2,4893.043,2,7,1153.5499999999997,High-Value,2
421,RR-19525,Rick Reed,Male,22,Consumer,Nashville,Tennessee,37211,South,170,3,10,1,3302.262,1,5,721.0900000000001,High-Value,2
422,CJ-11875,Carl Jackson,Female,19,Consumer,Philadelphia,Pennsylvania,19140,East,365,2,1,0,16.52,0,2,1.45,Low-Value,0
423,JD-16015,Joy Daniels,Female,23,Consumer,Toledo,Ohio,43615,East,53,3,11,1,385.43000000000006,0,4,23.36,Mid-Value,0
424,DB-13555,Dorothy Badders,Female,43,Corporate,Raleigh,North Carolina,27604,South,107,3,14,2,3908.8028,1,6,107.23000000000003,High-Value,2
425,EA-14035,Erin Ashbrook,Female,57,Corporate,Huntsville,Texas,77340,Central,152,3,25,3,2846.7050000000004,1,7,-60.22999999999996,High-Value,2
426,CM-12715,Craig Molinari,Female,24,Consumer,Houston,Texas,77070,Central,1092,0,13,2,3984.4524000000006,1,3,172.3,Mid-Value,2
427,FA-14230,Frank Atkinson,Male,13,Consumer,Raleigh,North Carolina,27604,South,97,3,17,2,2984.0539999999996,1,6,516.13,High-Value,2
428,FO-14305,Frank Olsen,Male,19,Consumer,Philadelphia,Pennsylvania,19143,East,38,3,15,2,2678.4380000000006,1,6,212.27999999999994,High-Value,2
429,SB-20185,Sarah Brown,Female,46,Corporate,Chicago,Illinois,60653,Central,24,3,12,1,6410.995999999999,2,6,883.7700000000001,High-Value,2
430,AM-10360,Alice McCarthy,Female,34,Home Office,Los Angeles,California,90008,West,216,2,12,1,814.0120000000001,0,3,193.49000000000004,Mid-Value,0
431,CR-12625,Corey Roper,Female,33,Home Office,Columbus,Georgia,31907,South,470,1,4,0,475.9,0,1,144.77,Low-Value,0
432,AY-10555,Andy Yotov,Male,14,Consumer,San Francisco,California,94110,West,14,3,10,1,497.014,0,4,102.33999999999999,Mid-Value,0
433,NW-18400,Natalie Webber,Female,23,Consumer,Portland,Oregon,97206,West,53,3,22,3,7234.014000000001,2,8,1018.4200000000002,High-Value,1
434,LW-17125,Liz Willingham,Female,25,Home Office,Virginia Beach,Virginia,23464,South,146,3,5,0,1259.04,0,3,192.63000000000002,Mid-Value,0
435,DD-13570,Dorothy Dickinson,Male,20,Consumer,Memphis,Tennessee,38109,South,41,3,9,1,269.542,0,4,34.24,Mid-Value,0
436,MA-17995,Michelle Arnett,Female,13,Consumer,Richmond,Virginia,23223,South,186,2,12,1,2453.2839999999997,1,4,280.28,Mid-Value,0
437,FW-14395,Fred Wasserman,Male,13,Consumer,New York City,New York,10011,East,332,2,3,0,79.75,0,2,23.5,Low-Value,0
438,BF-10975,Barbara Fisher,Female,15,Consumer,Philadelphia,Pennsylvania,19120,East,91,3,13,2,599.798,0,5,225.54000000000002,High-Value,0
439,MM-17260,Magdelene Morse,Female,28,Home Office,Columbus,Ohio,43229,East,58,3,6,1,1314.023,0,4,177.61,Mid-Value,0
440,NM-18445,Nathan Mautz,Male,13,Consumer,North Las Vegas,Nevada,89031,West,160,3,14,2,6459.343999999999,2,7,2751.09,High-Value,1
441,JH-15820,John Huston,Male,13,Consumer,Monroe,North Carolina,28110,South,114,3,8,1,528.91,0,4,24.870000000000005,Mid-Value,0
442,AJ-10945,Ashley Jarboe,Female,20,Consumer,San Francisco,California,94110,West,121,3,10,1,1839.2400000000002,0,4,520.74,Mid-Value,0
443,CK-12325,Christine Kargatis,Female,54,Corporate,Troy,Ohio,45373,East,316,2,12,1,2945.321,1,4,259.03000000000003,Mid-Value,2
444,FH-14275,Frank Hawley,Male,18,Consumer,Aurora,Illinois,60505,Central,37,3,21,3,4256.272000000001,1,7,1070.5800000000002,High-Value,2
445,MW-18220,Mitch Webber,Female,51,Corporate,New York City,New York,10011,East,17,3,14,2,5341.9,2,7,1237.3200000000002,High-Value,2
446,RB-19465,Rick Bensley,Male,38,Corporate,Chicago,Illinois,60653,Central,9,3,23,3,4715.466,2,8,637.44,High-Value,2
447,SC-20305,Sean Christensen,Male,40,Corporate,Los Angeles,California,90036,West,85,3,12,1,3979.0650000000005,1,5,226.55,High-Value,2
448,MH-17620,Matt Hagelstein,Male,19,Consumer,Houston,Texas,77041,Central,155,3,6,1,1252.8,0,4,120.95,Mid-Value,0
449,JS-16030,Joy Smith,Female,24,Consumer,Columbus,Ohio,43229,East,72,3,18,2,2516.494,1,6,-314.5499999999999,High-Value,2
450,EM-13960,Eric Murdock,Male,59,Corporate,Portland,Oregon,97206,West,356,2,6,1,933.704,0,3,100.89999999999998,Mid-Value,0
451,PB-18805,Patrick Bzostek,Male,15,Consumer,Seattle,Washington,98115,West,232,2,10,1,740.356,0,3,228.03,Mid-Value,0
452,NF-18595,Nicole Fjeld,Female,16,Consumer,San Jose,California,95123,West,134,3,12,1,2031.4720000000002,1,5,386.8,High-Value,0
453,SM-20905,Susan MacKendrick,Female,44,Home Office,Newark,Ohio,43055,East,665,1,6,1,1043.0410000000002,0,2,-238.98999999999998,Low-Value,0
454,RB-19705,Roger Barcio,Male,54,Corporate,New York City,New York,10035,East,107,3,7,1,2067.45,1,5,241.98,High-Value,0
455,ME-17725,Max Engle,Male,13,Consumer,Dallas,Texas,75220,Central,30,3,13,2,1908.4532000000002,0,5,74.89000000000004,High-Value,0
456,SC-20695,Steve Chapman,Male,21,Consumer,Springfield,Ohio,45503,East,83,3,14,2,2576.4080000000004,1,6,609.62,High-Value,2
457,KM-16720,Kunst Miller,Male,43,Home Office,Lowell,Massachusetts,1852,East,321,2,28,3,4909.472000000002,2,7,743.2700000000001,High-Value,2
458,CB-12025,Cassandra Brandow,Female,12,Consumer,East Orange,New Jersey,7017,East,47,3,26,3,6076.138999999999,2,8,145.96,High-Value,2
459,BE-11455,Brad Eason,Male,41,Corporate,Cleveland,Ohio,44105,East,254,2,13,2,1727.652,0,4,137.30999999999997,Mid-Value,0
460,KD-16615,Ken Dana,Male,26,Home Office,Anaheim,California,92804,West,289,2,13,2,2243.5099999999998,1,5,538.3199999999998,High-Value,0
461,JK-15205,Jamie Kunitz,Female,31,Home Office,Niagara Falls,New York,14304,East,61,3,13,2,4427.141999999999,1,6,1218.2799999999997,High-Value,2
462,TB-21055,Ted Butterfield,Male,14,Consumer,Fairfield,Ohio,45014,East,284,2,18,2,1467.881,0,4,389.21999999999997,Mid-Value,0
463,GT-14635,Grant Thornton,Male,46,Corporate,Burlington,North Carolina,27217,South,263,2,6,1,9351.211999999998,2,5,-4110.16,High-Value,1
464,DL-12925,Daniel Lacy,Male,34,Home Office,Oceanside,California,92054,West,294,2,14,2,3272.2000000000003,1,5,3.7100000000000364,High-Value,2
465,KC-16540,Kelly Collister,Female,40,Corporate,Seattle,Washington,98115,West,97,3,5,0,3908.2619999999997,1,4,708.43,Mid-Value,2
466,NG-18355,Nat Gilpin,Male,15,Consumer,Coral Springs,Florida,33065,South,19,3,16,2,1869.5800000000002,0,5,312.23,High-Value,0
467,MS-17710,Maurice Satty,Female,17,Consumer,Fort Worth,Texas,76106,Central,384,2,15,2,1613.402,0,4,244.12999999999997,Mid-Value,0
468,PP-18955,Paul Prost,Male,15,Consumer,Smyrna,Georgia,30080,South,97,3,34,3,7252.608,2,8,1491.41,High-Value,1
469,AA-10480,Andrew Allen,Male,13,Consumer,Middletown,Connecticut,6457,East,259,2,12,1,1790.512,0,3,435.61999999999995,Mid-Value,0
470,LS-16975,Lindsay Shagiari,Female,25,Consumer,Omaha,Nebraska,68104,Central,19,3,22,3,2988.674,1,7,256.4200000000001,High-Value,2
471,HH-15010,Hilary Holden,Female,39,Home Office,San Francisco,California,94110,West,72,3,6,1,218.668,0,4,86.53,Mid-Value,0
472,RF-19840,Roy Französisch,Male,13,Consumer,San Antonio,Texas,78207,Central,6,3,11,1,945.222,0,4,279.12,Mid-Value,0
473,KT-16465,Kean Takahito,Male,58,Corporate,Glendale,Arizona,85301,West,625,1,14,2,3057.0999999999995,1,4,250.81999999999994,Mid-Value,2
474,SC-20800,Stuart Calhoun,Male,34,Home Office,Houston,Texas,77041,Central,30,3,5,0,279.256,0,3,51.23,Mid-Value,0
475,RH-19600,Rob Haberlin,Male,24,Consumer,Huntsville,Alabama,35810,South,534,1,11,1,2085.74,1,3,171.42,Mid-Value,0
476,SM-20320,Sean Miller,Male,17,Consumer,Monroe,North Carolina,28110,South,20,3,15,2,25043.05,3,8,-1984.45,High-Value,1
477,RB-19435,Richard Bierner,Male,23,Consumer,Houston,Texas,77070,Central,41,3,16,2,2663.0860000000002,1,6,474.63,High-Value,2
478,EM-13810,Eleni McCrary,Female,60,Corporate,San Francisco,California,94122,West,132,3,7,1,2567.0099999999998,1,5,-134.82000000000005,High-Value,2
479,HG-15025,Hunter Glantz,Male,13,Consumer,Amarillo,Texas,79109,Central,6,3,11,1,3690.2840000000006,1,5,802.7199999999999,High-Value,2
480,SV-20785,Stewart Visinsky,Male,20,Consumer,Pueblo,Colorado,81001,West,320,2,25,3,4105.304999999999,1,6,480.42999999999995,High-Value,2
481,MM-17920,Michael Moore,Male,30,Home Office,San Francisco,California,94109,West,7,3,16,2,3794.0800000000004,1,6,79.21000000000001,High-Value,2
482,ML-17755,Max Ludwig,Male,58,Corporate,Toledo,Ohio,43615,East,30,3,13,2,2071.914,1,6,408.11,High-Value,0
483,EH-13945,Eric Hoffmann,Male,15,Consumer,Tempe,Arizona,85281,West,217,2,17,2,684.171,0,4,48.54000000000001,Mid-Value,0
484,MW-18235,Mitch Willingham,Female,49,Corporate,San Francisco,California,94122,West,44,3,3,0,5253.876,2,5,1665.32,High-Value,2
485,CL-11890,Carl Ludwig,Male,16,Consumer,Philadelphia,Pennsylvania,19143,East,85,3,7,1,1262.014,0,4,327.68,Mid-Value,0
486,SS-20590,Sonia Sunley,Female,19,Consumer,Madison,Wisconsin,53711,Central,432,2,9,1,418.49,0,3,135.54,Mid-Value,0
487,PO-19195,Phillina Ober,Female,13,Consumer,San Francisco,California,94122,West,234,2,10,1,1056.858,0,3,-51.58999999999999,Mid-Value,0
488,RD-19930,Russell D'Ascenzo,Male,12,Consumer,Austin,Texas,78745,Central,42,3,10,1,970.942,0,4,31.939999999999998,Mid-Value,0
489,JK-15640,Jim Kriz,Male,22,Consumer,Seattle,Washington,98105,West,298,2,12,1,4760.434,2,5,1171.33,High-Value,2
490,VM-21835,Vivian Mathis,Female,31,Home Office,Newark,Delaware,19711,East,265,2,8,1,380.69,0,3,115.74000000000001,Mid-Value,0
491,PK-19075,Pete Kriz,Male,24,Consumer,Milwaukee,Wisconsin,53209,Central,9,3,25,3,8646.934000000001,2,8,2036.3600000000001,High-Value,1
492,MY-18295,Muhammed Yedwab,Male,43,Corporate,Columbus,Ohio,43229,East,71,3,21,3,4152.696,1,7,-376.83000000000004,High-Value,2
493,DH-13675,Duane Huffman,Female,24,Consumer,Quincy,Massachusetts,2169,East,776,1,11,1,1043.096,0,2,115.33,Low-Value,0
494,MH-17455,Mark Hamilton,Male,54,Corporate,Greenwood,Indiana,46142,Central,170,3,11,1,2456.1820000000002,1,5,482.98999999999995,High-Value,2
495,JM-15655,Jim Mitchum,Male,15,Consumer,Lorain,Ohio,44052,East,8,3,12,1,864.9470000000002,0,4,115.3,Mid-Value,0
496,LP-17080,Liz Pelletier,Female,22,Consumer,Seattle,Washington,98103,West,40,3,9,1,756.606,0,4,109.79,Mid-Value,0
497,JF-15355,Jay Fein,Male,24,Consumer,Columbia,South Carolina,29203,South,105,3,16,2,1911.844,0,5,329.0,High-Value,0
498,BS-11365,Bill Shonely,Male,36,Corporate,New York City,New York,10011,East,558,1,9,1,10501.652999999998,3,5,2615.96,High-Value,1
499,SF-20200,Sarah Foster,Female,25,Consumer,Murray,Utah,84107,West,125,3,15,2,3422.786,1,6,285.01,High-Value,2
500,MO-17500,Mary O'Rourke,Male,21,Consumer,The Colony,Texas,75056,Central,72,3,5,0,922.487,0,3,58.260000000000005,Mid-Value,0
501,RR-19315,Ralph Ritter,Male,21,Consumer,Aurora,Illinois,60505,Central,48,3,4,0,615.932,0,3,-74.92999999999999,Mid-Value,0
502,SW-20245,Scot Wooten,Male,12,Consumer,Springfield,Ohio,45503,East,81,3,10,1,1085.078,0,4,-22.209999999999994,Mid-Value,0
503,LT-17110,Liz Thompson,Female,18,Consumer,Orange,New Jersey,7050,East,34,3,14,2,2936.2520000000004,1,6,317.53000000000003,High-Value,2
504,TN-21040,Tanja Norvell,Female,44,Home Office,Manteca,California,95336,West,354,2,12,1,3130.2209999999995,1,4,-694.4500000000002,Mid-Value,2
505,JL-15835,John Lee,Male,14,Consumer,Detroit,Michigan,48205,Central,36,3,34,3,9799.923000000003,3,9,225.91999999999985,High-Value,1
506,JO-15280,Jas O'Carroll,Male,19,Consumer,Philadelphia,Pennsylvania,19120,East,92,3,11,1,1934.272,1,5,200.24,High-Value,0
507,JD-16060,Julia Dunbar,Female,13,Consumer,Rochester,Minnesota,55901,Central,241,2,6,1,695.442,0,3,110.82000000000001,Mid-Value,0
508,CS-11860,Cari Schnelling,Male,24,Consumer,Jacksonville,North Carolina,28540,South,23,3,7,1,537.6320000000001,0,4,104.22,Mid-Value,0
509,JC-15775,John Castell,Male,29,Home Office,Atlanta,Georgia,30318,South,158,3,16,2,2772.0550000000007,1,6,277.63,High-Value,2
510,CM-12445,Chuck Magee,Male,18,Consumer,Redlands,California,92374,West,436,2,9,1,287.99,0,3,63.73000000000001,Mid-Value,0
511,MH-17290,Marc Harrigan,Male,36,Corporate,Los Angeles,California,90036,West,57,3,13,2,2394.0249999999996,1,6,26.32000000000008,High-Value,0
512,KL-16645,Ken Lonsdale,Male,24,Consumer,Seattle,Washington,98105,West,47,3,29,3,14175.229,3,9,801.0400000000002,High-Value,1
513,JP-16135,Julie Prescott,Female,60,Corporate,Los Angeles,California,90032,West,25,3,13,2,1707.7099999999998,0,5,307.71000000000004,High-Value,0
514,AR-10510,Andrew Roberts,Male,12,Consumer,Columbus,Ohio,43229,East,14,3,7,1,264.86400000000003,0,4,42.15,Mid-Value,0
515,JF-15415,Jennifer Ferguson,Female,41,Home Office,Seattle,Washington,98105,West,2,3,14,2,2371.4480000000003,1,6,634.6399999999999,High-Value,0
516,JH-15910,Jonathan Howell,Male,12,Consumer,Tulsa,Oklahoma,74133,Central,25,3,9,1,959.477,0,4,-14.849999999999984,Mid-Value,0
517,JK-16120,Julie Kriz,Female,39,Home Office,New York City,New York,10009,East,55,3,17,2,2932.484,1,6,119.16000000000003,High-Value,2
518,MS-17530,MaryBeth Skach,Male,22,Consumer,Seattle,Washington,98105,West,434,2,7,1,475.65599999999995,0,3,82.91999999999999,Mid-Value,0
519,MB-18085,Mick Brown,Male,18,Consumer,Charlotte,North Carolina,28205,South,44,3,10,1,1428.231,0,4,115.8,Mid-Value,0
520,AR-10405,Allen Rosenblatt,Female,23,Consumer,Trenton,Michigan,48183,Central,125,3,7,1,2236.1279999999997,1,5,-99.46000000000004,High-Value,0
521,AP-10720,Anne Pryor,Female,21,Consumer,New York City,New York,10011,East,41,3,19,2,1638.5539999999996,0,5,282.7,High-Value,0
522,TB-21190,Thomas Brumley,Male,13,Consumer,Riverside,California,92503,West,49,3,4,0,816.174,0,3,178.91,Mid-Value,0
523,TG-21640,Trudy Glocke,Male,39,Home Office,Saint Charles,Missouri,63301,Central,174,3,10,1,2074.661,1,5,364.4,High-Value,0
524,TH-21235,Tiffany House,Female,40,Home Office,Yuma,Arizona,85364,West,146,3,13,2,1022.201,0,5,90.02000000000001,High-Value,0
525,DM-12955,Dario Medina,Male,36,Corporate,Fairfield,Ohio,45014,East,174,3,9,1,1322.0340000000003,0,4,107.26,Mid-Value,0
526,TB-21400,Tom Boeckenhauer,Male,16,Consumer,Los Angeles,California,90036,West,54,3,17,2,9133.99,2,7,2797.1699999999996,High-Value,1
527,PS-18970,Paul Stevenson,Male,27,Home Office,Los Angeles,California,90049,West,69,3,13,2,1278.6390000000001,0,5,197.82999999999996,High-Value,0
528,JG-15115,Jack Garza,Male,20,Consumer,Charlotte,North Carolina,28205,South,1024,0,7,1,2358.676,1,2,682.5,Low-Value,0
529,BB-11545,Brenda Bowman,Female,12,Consumer,Columbia,Maryland,21044,East,22,3,20,2,6765.727999999999,2,7,1011.1599999999997,High-Value,2
530,FG-14260,Frank Gastineau,Male,13,Consumer,Philadelphia,Pennsylvania,19120,East,34,3,11,1,1383.1440000000002,0,4,393.44000000000005,Mid-Value,0
531,PT-19090,Pete Takahito,Male,24,Consumer,Jacksonville,Florida,32216,South,71,3,7,1,160.57200000000003,0,4,-22.65,Mid-Value,0
532,PB-19150,Philip Brown,Male,27,Home Office,Seattle,Washington,98115,West,97,3,11,1,1456.95,0,4,279.26,Mid-Value,0
533,DC-13285,Debra Catini,Female,52,Corporate,Plantation,Florida,33317,South,171,3,7,1,1174.618,0,4,131.53,Mid-Value,0
534,JL-15175,James Lanier,Male,35,Corporate,Reno,Nevada,89502,West,6,3,7,1,1571.523,0,4,207.77999999999997,Mid-Value,0
535,SV-20935,Susan Vittorini,Female,20,Consumer,Peoria,Arizona,85345,West,2,3,13,2,1903.4909999999998,0,5,103.9,High-Value,0
536,AG-10765,Anthony Garverick,Male,23,Consumer,Lawrence,Indiana,46226,Central,77,3,5,0,170.584,0,3,-10.719999999999999,Mid-Value,0
537,HG-14845,Harry Greene,Male,15,Consumer,Houston,Texas,77041,Central,111,3,10,1,785.628,0,4,145.11,Mid-Value,0
538,HZ-14950,Henia Zydlo,Female,17,Consumer,Houston,Texas,77095,Central,35,3,6,1,886.5199999999999,0,4,-131.59,Mid-Value,0
539,FM-14290,Frank Merwin,Male,18,Consumer,Bryan,Texas,77803,Central,36,3,20,2,3736.1980000000003,1,6,194.51,High-Value,2
540,AC-10615,Ann Chong,Female,16,Consumer,Beaumont,Texas,77705,Central,6,3,18,2,2537.686,1,6,296.81999999999994,High-Value,2
541,BT-11485,Brad Thomas,Male,18,Consumer,Philadelphia,Pennsylvania,19140,East,422,2,3,0,415.19599999999997,0,2,126.67,Low-Value,0
542,BP-11290,Beth Paige,Female,43,Corporate,Los Angeles,California,90008,West,12,3,16,2,2475.1570000000006,1,6,-323.87,High-Value,0
543,AS-10240,Alan Shonely,Male,17,Consumer,Philadelphia,Pennsylvania,19140,East,192,2,13,2,584.6080000000001,0,4,30.219999999999995,Mid-Value,0
544,PO-18865,Patrick O'Donnell,Male,44,Home Office,Columbia,South Carolina,29203,South,0,3,13,2,2493.2140000000004,1,6,437.24999999999994,High-Value,2
545,KB-16315,Karl Braun,Male,20,Consumer,Minneapolis,Minnesota,55407,Central,118,3,22,3,1569.464,0,6,45.42000000000001,High-Value,0
546,AD-10180,Alan Dominguez,Male,58,Corporate,Houston,Texas,77041,Central,47,3,12,1,6106.879999999998,2,6,1869.22,High-Value,2
547,SJ-20500,Shirley Jackson,Female,12,Consumer,Houston,Texas,77036,Central,253,2,7,1,1318.7759999999998,0,3,67.08999999999999,Mid-Value,0
548,DK-13150,David Kendrick,Male,25,Consumer,Decatur,Illinois,62521,Central,10,3,5,0,797.832,0,3,249.34000000000003,Mid-Value,0
549,RM-19675,Robert Marley,Male,42,Corporate,Monroe,Louisiana,71203,South,6,3,11,1,5979.096,2,6,1902.05,High-Value,2
550,LC-17140,Logan Currie,Male,13,Consumer,Dallas,Texas,75220,Central,13,3,19,2,2633.5820000000003,1,6,227.61999999999998,High-Value,2
551,CC-12670,Craig Carreira,Female,18,Consumer,New York City,New York,10009,East,195,2,14,2,2269.7015,1,5,185.48,High-Value,0
552,KH-16690,Kristen Hastings,Female,36,Corporate,San Francisco,California,94110,West,2,3,15,2,5990.798999999999,2,7,1225.6100000000001,High-Value,2
553,BT-11530,Bradley Talbott,Male,45,Home Office,Los Angeles,California,90036,West,91,3,10,1,2684.492,1,5,408.48999999999995,High-Value,2
554,SW-20755,Steven Ward,Male,19,Consumer,New York City,New York,10009,East,534,1,8,1,758.696,0,2,67.44,Low-Value,0
555,KT-16480,Kean Thornton,Male,21,Consumer,Buffalo,New York,14215,East,100,3,13,2,4642.088400000001,1,6,192.14999999999998,High-Value,2
556,NP-18700,Nora Preis,Female,40,Corporate,Fresno,California,93727,West,138,3,13,2,7903.182500000001,2,7,628.68,High-Value,1
